studio,polish title,release year,duration (mi),director,screenplay,genre,country,universe,boxoffice (USD),budget (USD),original title,distribution
"['Concord Productions Inc.', 'Golden Harvest Company', 'Sequoia Productions']",Wejście smoka,1973,98,['Robert Clouse'],['Michael Allin'],"['Action', 'Martial arts']","['USA', 'Hong Kong']",,90000000,850000,Enter the Dragon,
"['Touchstone Pictures', 'Don Simpson/Jerry Bruckheimer Films', 'Jerry Bruckheimer Films']",Wróg publiczny,1998,131,['Tony Scott'],['David Marconi'],['Sensational'],['USA'],,250649836,90000000,Enemy of the State,
"['Walt Disney Feature Animation', 'Walt Disney Pictures']",Herkules,1997,92,"['John Musker', 'Ron Clements']","['Don McEnery', 'John Musker']","['Animation', 'Family', 'Adventure']",['USA'],['Animacje Disneya'],252712101,85000000,Hercules,Syrena EG
"['Fox 2000 Pictures', 'Geisler-Roberdeau', 'Phoenix Pictures']",Cienka czerwona linia,1998,170,['Terrence Malick'],['Terrence Malick'],"['Drama', 'War']",['USA'],,98126565,52000000,The Thin Red Line,Syrena EG
"['Walt Disney Pictures', 'Pixar Animation Studios']",Potwory i spółka,2001,92,"['Pete Docter', 'David Silverman']","['Andrew Stanton', 'Daniel Gerson']","['Animation', 'Family', 'Comedy']",['USA'],['Pixar'],579707738,115000000,"Monsters, Inc.",Disney
"['El Deseo S.A.', 'France 2 Cinéma', 'Renn Productions']",Wszystko o mojej matce,1999,101,['Pedro Almodóvar'],['Pedro Almodóvar'],['Drama'],"['France', 'Spain']",,67872296,,Todo sobre mi madre,Gutek Film
"['EON Productions', 'Babelsberg Film', 'Casino Royale']",Casino Royale,2006,144,['Martin Campbell'],"['Paul Haggis', 'Robert Wade']",['Sensational'],"['USA', 'Great Britain', 'The czech republic', 'Germany', 'Bahamas']",,616504662,150000000,Casino Royale,United International Pictures Sp z o.o.
"['Brentwood Productions', 'Pakula-Mulligan', 'Universal International Pictures']",Zabić drozda,1962,129,['Robert Mulligan'],['Horton Foote'],['Drama'],['USA'],,13129846,2000000,To Kill a Mockingbird,
"['Asymmetrical Productions', 'Babbo Inc.', 'Canal+']",Mulholland Drive,2001,146,['David Lynch'],['David Lynch'],"['Drama', 'Thriller']","['France', 'USA']",,20117339,15000000,Mulholland Dr.,Gutek Film
"['CAB Productions', 'Canal+', 'CED Productions']",Trzy kolory: Biały,1994,91,['Krzysztof Kieślowski'],"['Krzysztof Kieślowski', 'Krzysztof Piesiewicz']","['Drama', 'Psychological']","['France', 'Poland', 'Switzerland']",,1237219,,Trzy kolory: Biały,
"['Moviola Film och Television AB', 'Nordisk Film/TV', 'Svenska Filminstitutet']",Zło,2003,113,['Mikael Håfström'],"['Mikael Håfström', 'Hans Gunnarsson']",['Drama'],"['Sweden', 'Denmark']",,,,Ondskan,Kino Świat
"['Agencja Produkcji Filmowej', 'Canal+ Polska', 'Héritage Films']",Tato,1995,110,['Maciej Ślesicki'],['Maciej Ślesicki'],['Drama'],['Poland'],,,,Tato,
['Universum Film'],Metropolis,1927,153,['Fritz Lang'],"['Fritz Lang', 'Thea von Harbou']","['Sci-fi', 'Silent']",['Germany'],,1236166,,,Vivarto
"['Warner Bros.', 'Scion Films', 'Odyssey Entertainment']",Upiór w operze,2004,143,['Joel Schumacher'],"['Joel Schumacher', 'Andrew Lloyd Webber']","['Drama', 'Musical']","['USA', 'Great Britain']",,154648887,70000000,The Phantom of the Opera,
['Studio Filmowe Kadr'],"Vabank II, czyli riposta",1984,97,['Juliusz Machulski'],['Juliusz Machulski'],"['Crime', 'Comedy']",['Poland'],,,,"Vabank II, czyli riposta",
['Walt Disney Productions'],Vincent,1982,6,['Tim Burton'],['Tim Burton'],"['Animation', 'Drama', 'Short']",['USA'],,,,Vincent,
"['Icon Entertainment International', 'Motion Picture Production GmbH & Co. Erste KG', 'Wheelhouse Entertainment']",Byliśmy żołnierzami,2002,135,['Randall Wallace'],['Randall Wallace'],"['Drama', 'War']","['USA', 'Germany']",,114660784,75000000,We Were Soldiers,Monolith
"['American Zoetrope', 'Columbia Pictures Corporation', 'Osiris Films']",Dracula,1992,128,['Francis Ford Coppola'],['James V. Hart'],['Horror'],"['USA', 'Great Britain']",,215862692,40000000,Dracula,
['Studio Filmowe Tor'],Rejs,1970,65,['Marek Piwowski'],"['Marek Piwowski', 'Janusz Głowacki']",['Comedy'],['Poland'],,,,Rejs,Zespół filmowy Tor
"['Regency Enterprises', 'River Road Entertainment', 'Film4']",Zniewolony. 12 Years a Slave,2013,133,['Steve McQueen'],['John Ridley'],"['Biography', 'Drama']","['USA', 'Great Britain']",,187733202,20000000,12 Years a Slave,Monolith Films
"['Marvel Studios', 'Paramount Pictures']",Avengers,2012,142,['Joss Whedon'],['Joss Whedon'],"['Action', 'Sci-fi']",['USA'],['Marvel'],1518815515,220000000,The Avengers,Forum Film Poland
['Miramax Films'],Dżentelmeni,2019,113,['Guy Ritchie'],['Guy Ritchie'],"['Crime', 'Action']","['USA', 'Great Britain']",,115171795,22000000,The Gentlemen,Monolith Films
"['Amblin Entertainment', 'U-Drive Productions', 'Universal Pictures']",Powrót do przyszłości II,1989,108,['Robert Zemeckis'],['Bob Gale'],"['Comedy', 'Adventure', 'Sci-fi']",['USA'],,335973020,40000000,Back to the Future Part II,
"['American Empirical Pictures', 'Indian Paintbrush', 'Studio Babelsberg']",Wyspa psów,2018,101,['Wes Anderson'],['Wes Anderson'],"['Animation', 'Comedy', 'Adventure']","['USA', 'Germany']",,64241499,,Isle of Dogs,Imperial - Cinepix
"['Zespół Filmowy ""Kadr""']",Popiół i diament,1958,110,['Andrzej Wajda'],"['Andrzej Wajda', 'Jerzy Andrzejewski']","['Drama', 'Psychological', 'Political']",['Poland'],,,,Popiół i diament,
"['EM Media', '3 Dogs and a Pony', 'Becker Films']",Control,2007,121,['Anton Corbijn'],['Matt Greenhalgh'],"['Biography', 'Drama', 'Musical']","['USA', 'Great Britain', 'Australia', 'Japan']",,8159508,,Control,Gutek Film
"['Dargaud Films', 'Halas and Batchelor Cartoon Films', 'Les Productions René Goscinny']",12 prac Asteriksa,1976,82,"['Albert Uderzo', 'Pierre Watrin']","['Pierre Tchernia', 'René Goscinny']","['Animation', 'Family', 'Comedy', 'Adventure']","['France', 'Great Britain']",,,,Les douze travaux d'Astérix,
"['Antena 3 Televisión', 'El Deseo S.A.', 'Good Machine']",Porozmawiaj z nią,2002,112,['Pedro Almodóvar'],['Pedro Almodóvar'],['Drama'],['Spain'],,64803131,,Hable con ella,
"['Warner Bros.', 'Cool Music', 'Harry Potter Publishing Rights']",Harry Potter i Zakon Feniksa,2007,138,['David Yates'],['Michael Goldenberg'],"['Family', 'Fantasy', 'Adventure']","['USA', 'Great Britain']",['Harry Potter'],942235757,150000000,Harry Potter and the Order of the Phoenix,Warner Bros.
"['Focus Features', 'Random House Films', 'Color Force']",Jeden dzień,2011,108,['Lone Scherfig'],['David Nicholls'],['Drama'],['USA'],,59389433,15000000,One Day,Gutek Film
"['Zespół Filmowy ""Kadr""']",Kanał,1956,95,['Andrzej Wajda'],['Jerzy Stefan Stawiński'],"['Drama', 'War']",['Poland'],,,,Kanał,
"['Agencja Koncertowa Leszek Martinek', 'Agencja Produkcji Filmowej', 'Agencja Scenariuszowa']",Skazany na bluesa,2005,97,['Jan Kidawa-Błoński'],"['Przemysław Angerman', 'Jan Kidawa-Błoński']","['Drama', 'Musical']",['Poland'],,,,Skazany na bluesa,ITI CINEMA
"['Warner Bros.', 'DiNovi Pictures', 'Gaylord Films']",Szkoła uczuć,2002,101,['Adam Shankman'],['Karen Janszen'],"['Drama', 'Teen']",['USA'],,47494916,11800000,A Walk to Remember,Vision Film Distribution
"['Atlas Entertainment', 'Monarchy Enterprises B.V.', 'Regency Enterprises']",Miasto aniołów,1998,114,['Brad Silberling'],"['Peter Handke', 'Wim Wenders']","['Fantasy', 'Drama']","['Germany', 'USA']",,198685114,55000000,City of Angels,Warner Bros.
"['Warner Bros.', 'Hoya Productions']",Egzorcysta,1973,122,['William Friedkin'],['William Peter Blatty'],['Horror'],['USA'],,441306145,8000000,The Exorcist,Stowarzyszenie Nowe Horyzonty
"['Universal Pictures', 'Relativity Media', 'StudioCanal']",Pokuta,2007,123,['Joe Wright'],['Christopher Hampton'],['Drama'],"['Great Britain', 'France', 'USA']",,129266061,30000000,Atonement,United International Pictures Sp z o.o.
"['Walt Disney Feature Animation', 'Walt Disney Pictures']",Planeta skarbów,2002,95,"['John Musker', 'Ron Clements']","['Ron Clements', 'John Musker']","['Animation', 'Family', 'Adventure', 'Sci-fi']",['USA'],['Animacje Disneya'],110041363,140000000,Treasure Planet,
"['Agencja Filmowa Telewizji Polskiej', 'Canal+ Polska', 'Polski Instytut Sztuki Filmowej']",Plac Zbawiciela,2006,105,"['Krzysztof Krauze', 'Joanna Kos-Krauze']","['Krzysztof Krauze', 'Joanna Kos-Krauze']",['Drama'],['Poland'],,,,Plac Zbawiciela,Best Film
"['Fox 2000 Pictures', 'Chernin Entertainment']",Ukryte działania,2016,127,['Theodore Melfi'],"['Allison Schroeder', 'Theodore Melfi']","['Biography', 'Drama']",['USA'],,236225193,25000000,Hidden Figures,Imperial - Cinepix
"['Twentieth Century Fox Film Corporation', 'Big Gun Project, The', 'Fox Animation Studios']",Anastazja,1997,94,"['Don Bluth', 'Gary Goldman']","['Noni White', 'Susan Gauthier']","['Animation', 'Family', 'Musical', 'Adventure']",['USA'],,139804348,53000000,Anastasia,Syrena EG
"['Pantry Films', 'Stage 6 Films', 'Tooley Productions']",Skazaniec,2008,104,['Ric Roman Waugh'],['Ric Roman Waugh'],"['Drama', 'Crime']",['USA'],,,,Felon,
"['Marvel Studios', 'Marvel Enterprises', 'Moving Picture Company']",Strażnicy Galaktyki,2014,121,['James Gunn'],"['James Gunn', 'Nicole Perlman']","['Action', 'Sci-fi']",['USA'],['Marvel'],773350147,170000000,Guardians of the Galaxy,Disney
"['Universal Pictures', 'Ardustry Entertainment', 'Mediastream Film GmbH & Co. Productions KG']",Szybcy i wściekli,2001,106,['Rob Cohen'],"['Gary Scott Thompson', 'David Ayer']",['Action'],"['USA', 'Germany']",['Szybcy i wściekli'],207283925,38000000,The Fast and the Furious,United International Pictures Sp z o.o.
"['CBS Entertainment Production', 'Hallmark Hall of Fame Productions', 'Rosemont Productions']",Świadek oskarżenia,1957,116,['Billy Wilder'],"['Harry Kurnitz', 'Lawrence B. Marcus']","['Crime', 'Drama']",['USA'],,,,Witness for the Prosecution,
"['Metro-Goldwyn-Mayer', 'New Line Cinema', 'Sunswept Entertainment']",Zanim się pojawiłeś,2016,110,['Thea Sharrock'],['Jojo Moyes'],['Drama'],"['USA', 'Great Britain']",,207945075,20000000,Me Before You,Forum Film Poland
"['Amblin Entertainment', 'U-Drive Productions', 'Universal Pictures']",Powrót do przyszłości,1985,116,['Robert Zemeckis'],"['Bob Gale', 'Robert Zemeckis']","['Comedy', 'Adventure', 'Sci-fi']",['USA'],,388774684,19000000,Back to the Future,
"['Lionsgate', 'Relativity Media', 'Michael De Luca Productions']",Bracia,2009,104,['Jim Sheridan'],['David Benioff'],['Drama'],['USA'],,43318349,26000000,Brothers,ITI Cinema Sp. z o.o.
"['Columbia Pictures Corporation', 'Universal Pictures']",Kolekcjoner kości,1999,118,['Phillip Noyce'],['Jeremy Iacone'],"['Crime', 'Thriller']",['USA'],,151493655,73000000,The Bone Collector,Syrena EG
"['TriStar Pictures', 'Gracie Films']",Lepiej być nie może,1997,139,['James L. Brooks'],"['James L. Brooks', 'Mark Andrus']","['Drama', 'Comedy', 'Romance']",['USA'],,314178011,50000000,As Good as It Gets,Syrena EG
"['Warner Bros.', 'Anarchos Productions', 'DC Comics']",V jak Vendetta,2005,132,['James McTeigue'],"['Lilly Wachowski', 'Lana Wachowski']","['Thriller', 'Sci-fi']","['USA', 'Germany', 'Great Britain']",,132511035,54000000,V for Vendetta,Warner Bros.
"['Great American Films Limited Partnership', 'Vestron Pictures']",Dirty Dancing,1987,100,['Emile Ardolino'],['Eleanor Bergstein'],"['Drama', 'Musical']",['USA'],,217688008,6000000,Dirty Dancing,
"['Deutsche Columbia Pictures Film Produktion', 'Seven Pictures', 'Wiedemann & Berg Filmproduktion']",Who Am I. Możesz być kim chcesz,2014,105,['Baran bo Odar'],"['Baran bo Odar', 'Jantje Friese']",['Thriller'],['Germany'],,,,Who Am I - Kein System ist sicher,Hagi
"['Walt Disney Pictures', 'Asymmetrical Productions', 'Canal+']",Prosta historia,1999,112,['David Lynch'],"['John Roach', 'Mary Sweeney']",['Drama'],"['France', 'USA', 'Great Britain']",,6416569,10000000,The Straight Story,Gutek Film
"['Columbia Pictures', 'Universal Pictures', 'Jersey Films']",Erin Brockovich,2000,130,['Steven Soderbergh'],['Susannah Grant'],['Drama'],['USA'],,256271286,52000000,Erin Brockovich,Syrena EG
['Electric City Entertainment'],Captain Fantastic,2016,118,['Matt Ross'],['Matt Ross'],['Drama'],['USA'],,23123592,,Captain Fantastic,United International Pictures Sp z o.o.
"['Miramax Films', 'David Brown Productions', 'Fat Free']",Czekolada,2000,121,['Lasse Hallström'],['Robert Nelson Jacobs'],"['Drama', 'Comedy', 'Romance']","['USA', 'Great Britain']",,152699946,25000000,Chocolat,
"['Mirisch Company, The', 'Alpha Productions']",Siedmiu wspaniałych,1960,128,['John Sturges'],"['Walter Newman', 'Walter Bernstein']",['Western'],['USA'],,4905000,,The Magnificent Seven,
"['DNA Films', 'FilmFour', 'Fox Searchlight Pictures']",Ostatni król Szkocji,2006,123,['Kevin Macdonald'],"['Jeremy Brock', 'Peter Morgan']",['Drama'],"['Great Britain', 'Germany']",,48363516,6000000,The Last King of Scotland,Cinepix
"['Walt Disney Animation Studios', 'Walt Disney Pictures']",Vaiana: Skarb oceanu,2016,107,"['Ron Clements', 'John Musker']",['Jared Bush'],"['Animation', 'Family', 'Adventure']",['USA'],['Animacje Disneya'],665069139,150000000,Moana,Disney
"['Banque Populaire Images 7', 'C.R.R.A.V. Nord Pas de Calais', 'Canal+']",Motyl i skafander,2007,112,['Julian Schnabel'],['Ronald Harwood'],"['Biography', 'Drama']","['France', 'USA']",,19777647,,Le scaphandre et le papillon,Best Film
"['Walt Disney Pictures', 'Walt Disney Feature Animation']",Pocahontas,1995,81,"['Eric Goldberg', 'Mike Gabriel']","['Philip LaZebnik', 'Susannah Grant']","['Animation', 'Romance']",['USA'],['Animacje Disneya'],346079773,55000000,Pocahontas,Syrena EG
"['Malpaso Company, The', 'Paramount Pictures']",Ucieczka z Alcatraz,1979,112,['Don Siegel'],['Richard Tuggle'],"['Drama', 'Thriller']",['USA'],,43000000,,Escape from Alcatraz,
"['BBC Films', 'Blueprint Pictures', 'Goldcrest Pictures']",Niech będzie teraz,2012,103,['Ol Parker'],['Ol Parker'],['Drama'],"['Great Britain', 'USA', 'France']",,,,Now Is Good,
"['Warner Bros.', 'Amblin Entertainment', 'Malpaso Productions']",Co się wydarzyło w Madison County,1995,135,['Clint Eastwood'],['Richard LaGravenese'],['Drama'],['USA'],,182016617,24000000,The Bridges of Madison County,Stowarzyszenie Nowe Horyzonty
"['Walt Disney Pictures', 'Pixar Animation Studios']",Co w duszy gra,2020,106,['Pete Docter'],"['Pete Docter', 'Mike Jones']","['Animation', 'Comedy', 'Adventure']",['USA'],['Pixar'],120957731,150000000,Soul,Disney
"['Catfish Productions', 'Fox 2000 Pictures', 'Konrad Pictures']",Spacer po linie,2005,136,['James Mangold'],"['Gill Dennis', 'James Mangold']","['Biography', 'Musical']","['USA', 'Germany']",,186438883,28000000,Walk the Line,Cinepix
"['Caviar', 'COTA Films']",Sound of Metal,2019,120,['Darius Marder'],"['Abraham Marder', 'Darius Marder']","['Drama', 'Romance']",['USA'],,,,Sound of Metal,M2 Films
"['Legendary Pictures', 'Universal Pictures', 'Circle of Confusion']",Straight Outta Compton,2015,147,['F. Gary Gray'],"['Jonathan Herman', 'Andrea Berloff']","['Biography', 'Musical']",['USA'],,200425182,28000000,Straight Outta Compton,United International Pictures Sp z o.o.
"['New Line Cinema', 'Island Pictures']",Przetrwać w Nowym Jorku,1995,102,['Scott Kalvert'],['Bryan Goluboff'],"['Biography', 'Drama']",['USA'],,2381087,,The Basketball Diaries,ITI Home Video
"['Castle Rock Entertainment', 'Detour Filmproduction', 'Columbia Pictures']",Przed wschodem słońca,1995,100,['Richard Linklater'],"['Richard Linklater', 'Kim Krizan']","['Drama', 'Romance']","['Austria', 'Switzerland', 'USA']",,22735405,2500000,Before Sunrise,Warner Home Video
"['Focus Features', 'FilmNation Entertainment']",Obiecująca. Młoda. Kobieta.,2020,113,['Emerald Fennell'],['Emerald Fennell'],"['Drama', 'Crime']","['Great Britain', 'USA']",,17218161,,Promising Young Woman,United International Pictures Sp z o.o.
"['Dimension Films', 'Troublemaker Studios']",Sin City - Miasto grzechu,2005,124,"['Robert Rodriguez', 'Frank Miller']","['Robert Rodriguez', 'Frank Miller']",['Crime'],['USA'],,158753820,40000000,Sin City,SPI International Polska Sp. z o.o.
"['Fox 2000 Pictures', 'Temple Hill Entertainment', 'TSG Entertainment']",Gwiazd naszych wina,2014,125,['Josh Boone'],"['Scott Neustadter', 'Michael H. Weber']","['Drama', 'Romance']",['USA'],,307239013,12000000,The Fault in Our Stars,Imperial - Cinepix
['Icon Productions'],Pasja,2004,127,['Mel Gibson'],"['Benedict Fitzgerald', 'Mel Gibson']","['Drama', 'Bible']",['USA'],,612054506,30000000,The Passion of the Christ,Monolith
"['Les Films du Losange', 'Wega Film', 'X-Filme Creative Pool']",Miłość,2012,127,['Michael Haneke'],['Michael Haneke'],['Drama'],"['France', 'Germany', 'Austria']",,19839492,8900000,Amour,Gutek Film
"['Mandalay Entertainment', 'Applecross', 'Reperage & Vanguard Films']",Siedem lat w Tybecie,1997,139,['Jean-Jacques Annaud'],['Becky Johnston'],"['Biography', 'Drama']","['USA', 'Great Britain']",,131457682,70000000,Seven Years in Tibet,Vision Film Distribution
"['Marvel Studios', 'Deluxe Digital Studios', 'Marvel Entertainment']",Kapitan Ameryka: Wojna bohaterów,2016,146,"['Anthony Russo', 'Joe Russo']","['Christopher Markus', 'Stephen McFeely']","['Action', 'Sci-fi']",['USA'],['Marvel'],1153337496,250000000,Captain America: Civil War,Disney
"['Paramount Pictures', 'Scott Rudin Productions']",Truman Show,1998,103,['Peter Weir'],['Andrew Niccol'],"['Drama', 'Comedy', 'Sci-fi']",['USA'],,264118201,60000000,The Truman Show,ITI FILM STUDIO
"['A Band Apart', 'Miramax Films', 'Super Cool ManChu']",Kill Bill 2,2004,136,['Quentin Tarantino'],['Quentin Tarantino'],"['Thriller', 'Action']",['USA'],,152159461,30000000,Kill Bill: Vol. 2,Monolith Films
"['DreamWorks SKG', 'DreamWorks Animation', 'Pacific Data Images']",Shrek 2,2004,92,"['Andrew Adamson', 'Kelly Asbury']","['David N. Weiss', 'Joe Stillman']","['Animation', 'Family', 'Comedy']",['USA'],,928760770,150000000,Shrek 2,United International Pictures Sp z o.o.
"['Apollo Media', 'Film Art Media', 'Screen Australia']",Projektantka,2015,118,['Jocelyn Moorhouse'],['Jocelyn Moorhouse'],"['Drama', 'Comedy']",['Australia'],,23762417,,The Dressmaker,
"['Pixar Animation Studios', 'Walt Disney Pictures']",Toy Story,1995,80,['John Lasseter'],"['Joss Whedon', 'Andrew Stanton']","['Animation', 'Family', 'Comedy']",['USA'],['Pixar'],373554033,30000000,Toy Story,Syrena EG /Forum Film Poland
"['Costa do Castelo Filmes', 'Det Danske Filminstitut', 'Eurimages']",Dom dusz,1993,140,['Bille August'],['Bille August'],"['Drama', 'Romance']","['Denmark', 'Portugal', 'USA', 'Germany']",,6265311,40000000,The House of the Spirits,
['Annapurna Pictures'],Ona,2013,126,['Spike Jonze'],['Spike Jonze'],"['Drama', 'Sci-fi']",['USA'],,48783090,23000000,Her,United International Pictures Sp z o.o.
"['TMS Entertainment', 'Akira Committee Company Ltd.', 'Bandai']",Akira,1988,124,['Katsuhiro Ôtomo'],"['Katsuhiro Ôtomo', 'Izô Hashimoto']","['Sci-fi', 'Anime']",['Japan'],,1863460,,Akira,
